Devices
1000
,,Plate force 1 - CoP,,
Frame,Sub Frame,Cx,Cy
,,mm,mm
78,7,17.7807,-34.7119
78,8,17.7291,-34.5703
78,9,17.8244,-34.6662
79,0,17.7463,-34.4859
79,1,17.7921,-34.6555
79,2,17.7522,-34.7536
79,3,17.9072,-34.6276
79,4,17.8743,-34.532
79,5,17.6017,-34.7639
79,6,17.922,-34.5216
79,7,17.737,-34.6436
79,8,17.7027,-34.6118
79,9,17.8463,-34.6213
80,0,17.833,-34.7389
80,1,17.7741,-34.6711
80,2,17.831,-34.3362
80,3,17.9335,-34.4731
80,4,17.6838,-34.4465
80,5,17.8658,-34.4365
80,6,17.8711,-34.5053
80,7,17.7837,-34.2926
80,8,17.8777,-34.5357
80,9,17.9187,-34.5564
81,0,17.8061,-34.2707
81,1,17.9102,-34.3401
81,2,17.9009,-34.3765
81,3,17.7996,-34.0659
81,4,17.957,-34.4219
81,5,18.1076,-34.4679
81,6,17.9201,-34.1167
81,7,18.0268,-34.3088
81,8,18.0354,-34.3258
81,9,17.9986,-34.2765
82,0,18.0317,-34.3626
82,1,18.0146,-34.2334
82,2,18.1316,-34.1224
82,3,18.1924,-34.5617
82,4,18.1274,-34.4209
82,5,18.0418,-34.3074
82,6,18.2164,-34.3147
82,7,18.0306,-33.961
82,8,18.1605,-34.1079
82,9,18.1511,-33.9199
83,0,18.1338,-33.9996
83,1,18.2089,-33.8583
83,2,18.1126,-34.3723
83,3,18.0358,-33.8509
83,4,18.2811,-33.9767
83,5,18.1408,-34.1108
83,6,18.2377,-34.022
83,7,18.1957,-33.8777
83,8,18.2676,-33.9977
83,9,18.1974,-34.0054
84,0,18.181,-33.9061
84,1,18.2969,-33.8622
84,2,18.3239,-33.9742
84,3,18.2429,-33.9755
84,4,18.1358,-33.9007
84,5,18.1332,-33.8929
84,6,18.2957,-33.8211
84,7,18.1967,-33.7409
84,8,18.0937,-33.7591
84,9,18.2651,-33.7479
85,0,18.3525,-33.9078
85,1,18.1834,-33.8247
85,2,18.364,-33.7871
85,3,18.2215,-33.6836
85,4,18.1169,-33.7387
85,5,18.1617,-33.7057
85,6,18.3005,-33.6729
85,7,18.2094,-33.8402
85,8,18.2209,-33.4339
85,9,18.2586,-33.5513
86,0,18.3421,-33.6192
86,1,18.2031,-33.7519
86,2,18.2397,-33.5123
86,3,18.1288,-33.7841
86,4,18.1594,-33.4496
86,5,18.3723,-33.6643
86,6,18.1209,-33.2502
86,7,18.1483,-33.5059
86,8,18.1638,-33.7574
86,9,18.2502,-33.5537
87,0,18.283,-33.4894
87,1,18.2541,-33.5202
87,2,18.2972,-33.6095
87,3,18.2316,-33.7621
87,4,18.4408,-33.5915
87,5,18.2031,-33.3685
87,6,18.1873,-33.5135
87,7,18.1981,-33.3329
87,8,18.2675,-33.3552
87,9,18.1233,-33.3709
88,0,18.2385,-33.3884
88,1,18.2705,-33.4529
88,2,18.2978,-33.453
88,3,18.1817,-33.2734
88,4,18.1851,-33.613
88,5,18.2973,-33.3809
88,6,18.1418,-33.2782
88,7,18.2836,-33.5499
88,8,18.2969,-33.2122
88,9,18.2316,-33.1797
89,0,18.3162,-33.4803
89,1,18.2204,-33.3511
89,2,18.1916,-33.246
89,3,18.3255,-33.2451
89,4,18.198,-33.342
89,5,18.2364,-33.3924
89,6,18.2382,-33.1134
89,7,18.2381,-33.0762
89,8,18.3424,-33.2774
89,9,18.1472,-32.9192
90,0,18.183,-33.1665
90,1,18.3344,-33.072
90,2,18.1997,-32.933
90,3,18.1919,-32.8931
90,4,18.1709,-32.9035
90,5,18.0963,-32.9989
90,6,18.3203,-33.0249
90,7,18.1707,-33.1268
90,8,18.2461,-33.2559
90,9,18.2402,-32.9652
91,0,18.1773,-32.8721
91,1,18.2052,-32.9434
91,2,18.2213,-33.1922
91,3,18.3298,-33.1218
91,4,18.1396,-32.9386
91,5,18.0589,-32.8244
91,6,18.1515,-32.8256
91,7,18.0256,-32.6862
91,8,18.1618,-32.95
91,9,18.0041,-32.7605
92,0,18.2047,-32.8614
92,1,18.0566,-32.7334
92,2,18.1438,-32.7884
92,3,18.066,-32.6926
92,4,18.1682,-32.7219
92,5,18.0506,-32.5037
92,6,18.1763,-32.8898
92,7,18.1244,-32.5159
92,8,18.0687,-32.5707
92,9,18.1167,-32.6787
93,0,18.104,-32.6712
93,1,18.0156,-32.6324
93,2,18.0671,-32.8545
93,3,18.1254,-32.3363
